ID	name	type	state	intNum	group	affected_organism
DB03083	IC261	small molecule	solid	0	experimental	unknown
DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	small molecule	solid	0	experimental	unknown
DB03085	Glycolic acid	small molecule	solid	0	approved	unknown
DB03086	N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide	small molecule	solid	0	experimental	unknown
DB03087	2-(Sec-Butyl)Thiazole	small molecule	solid	0	experimental	unknown
DB03088	Pidolic acid	small molecule	solid	0	approved	Humans and other mammals
DB03090	Ethylaminobenzylmethylcarbonyl Group	small molecule	solid	0	experimental	unknown
DB03091	Isoglutamine	small molecule	solid	0	experimental	unknown
DB03092	5-Hydroxymethyl-Chonduritol	small molecule	solid	0	experimental	unknown
DB03093	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	small molecule	solid	0	experimental	unknown
DB03094	3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On	small molecule	solid	0	experimental	unknown
DB03095	Tetramethylammonium	small molecule	solid	0	experimental	unknown
DB03096	2-Morpholinoethylamine	small molecule	solid	0	experimental	unknown
DB03097	PMP-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole	small molecule	solid	0	experimental	unknown
DB03098	[Methylseleno]Acetate	small molecule	solid	1	experimental	unknown
DB03099	5-Amino 6-Nitro Uracil	small molecule	solid	0	experimental	unknown
DB03100	6-Nitroindazole	small molecule	solid	0	experimental	unknown
DB03101	Ribose-1-Phosphate	small molecule	solid	0	experimental	unknown
DB03102	2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid	small molecule	solid	0	experimental	unknown
DB03103	Thymidine-5'- Diphosphate	small molecule	solid	0	experimental	unknown
DB03104	2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid	small molecule	solid	0	experimental	unknown
DB03105	L-Pentahomoserine	small molecule	solid	0	experimental	unknown
DB03106	scyllo-inositol	small molecule	solid	0	investigational	unknown
DB03107	beta-Alanine	small molecule	solid	0	experimental	unknown
DB03108	4-phospho-D-erythronic acid	small molecule	solid	0	experimental	unknown
DB03109	2-acetylamino-2-deoxy-b-D-allopyranose	small molecule	solid	0	experimental	unknown
DB03110	2-Chlorophenol	small molecule	solid	0	experimental	unknown
DB03111	Glucosamine 1-Phosphate	small molecule	solid	0	experimental	unknown
DB03112	6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid	small molecule	solid	0	experimental	unknown
DB03113	3-Fluoro-2-(Phosphonooxy)Propanoic Acid	small molecule	solid	0	experimental	unknown
DB03114	PAS219	small molecule	solid	0	experimental	unknown
DB03115	5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	small molecule	solid	0	experimental	unknown
DB03116	5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate	small molecule	solid	0	experimental	unknown
DB03117	2-carboxypropyl-coenzyme A	small molecule	solid	0	experimental	unknown
DB03118	(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one	small molecule	solid	0	experimental	unknown
DB03120	p-Toluenesulfonic acid	small molecule	solid	0	experimental	unknown
DB03121	(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid	small molecule	solid	0	experimental	unknown
DB03124	5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid	small molecule	solid	0	experimental	unknown
DB03125	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	small molecule	solid	0	experimental	unknown
DB03126	Mant-Adp	small molecule	solid	0	experimental	unknown
DB03127	Benzamidine	small molecule	solid	0	experimental	unknown
DB03128	Acetylcholine	small molecule	solid	171	approved	unknown
DB03129	Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium	small molecule	solid	0	experimental	unknown
DB03130	S-P-Nitrobenzyloxycarbonylglutathione	small molecule	solid	0	experimental	unknown
DB03132	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid	small molecule	solid	0	experimental	unknown
DB03133	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole	small molecule	solid	0	experimental	unknown
DB03134	L-2-aminopimelic acid	small molecule	solid	0	experimental	unknown
DB03135	[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid	small molecule	solid	0	experimental	unknown
DB03136	4-Iodobenzo[B]Thiophene-2-Carboxamidine	small molecule	solid	0	experimental	unknown
DB03137	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine	small molecule	solid	0	experimental	unknown
DB03138	Perchlorate	small molecule	solid	0	experimental	unknown
DB03139	6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid	small molecule	solid	0	experimental	unknown
DB03140	4-Carboxyphenylboronic Acid	small molecule	solid	0	experimental	unknown
DB03141	3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril	small molecule	solid	0	experimental	unknown
DB03142	Alpha-L-Arabinose	small molecule	solid	0	experimental	unknown
DB03143	Nonan-1-Ol	small molecule	solid	0	experimental	unknown
DB03144	N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine	small molecule	solid	0	experimental	unknown
DB03145	4-Methyl-5-Hydroxyethylthiazole Phosphate	small molecule	solid	0	experimental	unknown
DB03146	2-deazo-6-thiophosphate guanosine-5'-monophosphate	small molecule	solid	0	experimental	unknown
DB03147	Flavin adenine dinucleotide	small molecule	solid	0	approved	Humans and other mammals
DB03148	Adenosine 5'-methylenediphosphate	small molecule	solid	0	experimental	unknown
DB03150	2',3'-Dideoxythymidine-5'-Monophosphate	small molecule	solid	0	experimental	unknown
DB03151	mu4-sulfido-quadro-tetracopper	small molecule	solid	0	experimental	unknown
DB03152	B-2-Octylglucoside	small molecule	solid	0	experimental	unknown
DB03153	3H-pyrazolo[4,3-d]pyrimidin-7-ol	small molecule	solid	0	experimental	unknown
DB03154	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	small molecule	solid	0	experimental	unknown
DB03155	2'-fluoro-2'-deoxyuridine 3'-monophosphate	small molecule	solid	0	experimental	unknown
DB03156	beta-D-glucuronic acid	small molecule	solid	0	experimental	unknown
DB03157	N,O-Didansyl-L-Tyrosine	small molecule	solid	0	experimental	unknown
DB03158	D-Myo-Inositol-1,4-Bisphosphate	small molecule	solid	0	experimental	unknown
DB03159	CRA_8696	small molecule	solid	0	experimental	unknown
DB03160	N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate	small molecule	solid	0	experimental	unknown
DB03161	Thymidine-5'-diphospho-beta-D-xylose	small molecule	solid	0	experimental	unknown
DB03162	4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid	small molecule	solid	0	experimental	unknown
DB03163	2-oxopropyl-CoM	small molecule	solid	0	experimental	unknown
DB03164	6-amino-1-methyl-7H-purin-1-ium	small molecule	solid	0	experimental	unknown
DB03165	2-Dimethylamino-Ethyl-Diphosphate	small molecule	solid	0	experimental	unknown
DB03166	Acetic acid	small molecule	solid	16	approved	Bacteria
DB03167	Pentabromophenol	small molecule	solid	0	experimental	unknown
DB03168	Nicotinamide adenine dinucleotide cyclohexanone	small molecule	solid	0	experimental	unknown
DB03169	(S)-Hmg-Coa	small molecule	solid	0	experimental	unknown
DB03170	Dephospho Coenzyme A	small molecule	solid	0	experimental	unknown
DB03171	Indole-3-Propanol Phosphate	small molecule	solid	0	experimental	unknown
DB03172	Tubercidin	small molecule	solid	4	experimental	unknown
DB03173	CRA_10433	small molecule	solid	0	experimental	unknown
DB03174	Phosphonoacetaldehyde	small molecule	solid	2	experimental	unknown
DB03175	Propyl alcohol	small molecule	solid	0	approved	unknown
DB03176	KB-141	small molecule	solid	0	experimental	unknown
DB03177	5-methylbenzimidazole	small molecule	solid	0	experimental	Mycobacterium
DB03178	Guanosine-2',3'-cyclophosphorothioate	small molecule	solid	0	experimental	unknown
DB03179	Sinapoyl coenzyme A	small molecule	solid	0	experimental	unknown
DB03180	4,5-Dimethyl-1,2-phenylenediamine	small molecule	solid	0	experimental	unknown
DB03181	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	small molecule	solid	0	experimental	unknown
DB03182	alpha-Fluoro-carboxymethyldethia coenzyme A complex	small molecule	solid	0	experimental	unknown
DB03183	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	small molecule	solid	0	experimental	unknown
DB03184	5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid	small molecule	solid	0	experimental	unknown
DB03185	1-Beta-Ribofuranosyl-1,3-Diazepinone	small molecule	solid	0	experimental	unknown
DB03186	Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate]	small molecule	solid	0	experimental	unknown
DB03187	6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	small molecule	solid	0	experimental	unknown
DB03189	Cu-Cyclam	small molecule	solid	0	experimental	unknown
DB03190	6-o-Capryloylsucrose	small molecule	solid	0	experimental	unknown
DB03191	3-Oxiran-2ylalanine	small molecule	solid	0	experimental	unknown
DB03192	(R)-3-hydroxydecanoyl-CoA	small molecule	solid	0	experimental	unknown
DB03193	Stearic acid	small molecule	solid	0	approved	Humans and other mammals
DB03194	Methyl beta-L-fucopyranoside	small molecule	solid	0	experimental	unknown
DB03195	3'-Fluoro-3'-deoxythymidine 5'-monophosphate	small molecule	solid	0	experimental	unknown
DB03196	4-Nitrophenyl-Ara	small molecule	solid	0	experimental	unknown
DB03197	6-Hydroxymethylpterin	small molecule	solid	0	experimental	unknown
DB03198	Thio-Maltohexaose	small molecule	solid	0	experimental	unknown
DB03199	4-Methoxy-E-Rhodomycin T	small molecule	solid	0	experimental	unknown
DB03200	7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate	small molecule	solid	0	experimental	unknown
DB03201	D-Cysteine	small molecule	solid	0	experimental	unknown
DB03202	2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide	small molecule	solid	0	experimental	unknown
DB03203	Sphingosine	small molecule	solid	0	experimental	unknown
DB03204	4-amino-5-aminomethyl-2-methylpyrimidine	small molecule	solid	0	experimental	unknown
DB03205	Pyrroloquinoline Quinone	small molecule	solid	0	experimental	unknown
DB03206	Duvoglustat	small molecule	solid	0	investigational	unknown
DB03207	2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid	small molecule	solid	0	experimental	unknown
DB03208	Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	small molecule	solid	0	experimental	unknown
DB03209	Oteracil	small molecule	solid	1	approved	unknown
DB03210	4-Aminohydrocinnamic Acid	small molecule	solid	0	experimental	unknown
DB03211	(3-Formyl-but-3-Enyl)-Phosphonic Acid	small molecule	solid	0	experimental	unknown
DB03212	4-Deoxyglucarate	small molecule	solid	0	experimental	unknown
DB03213	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	small molecule	solid	0	experimental	unknown
DB03214	Vinylglycine	small molecule	solid	0	experimental	unknown
DB03215	(2s,5s)-5-Carboxymethylproline	small molecule	solid	0	experimental	unknown
DB03216	(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine	small molecule	solid	0	experimental	unknown
DB03217	DPI59	small molecule	solid	0	experimental	unknown
DB03218	N-acetyl-N'-beta-D-glucopyranosyl urea	small molecule	solid	0	experimental	unknown
DB03219	11-Deoxy-Beta-Rhodomycin	small molecule	solid	0	experimental	unknown
DB03220	FR-234938	small molecule	solid	0	experimental	unknown
DB03221	AL7099A	small molecule	solid	0	experimental	unknown
DB03222	dATP	small molecule	solid	0	experimental	unknown
DB03223	Diphthamide	small molecule	solid	0	experimental	unknown
DB03224	2-Formyl-Protoporphryn Ix	small molecule	solid	0	experimental	unknown
DB03225	D-Tryptophan	small molecule	solid	0	experimental	unknown
DB03226	Trifluoroethanol	small molecule	solid	0	experimental	unknown
DB03227	Nicotinamide Mononucleotide	small molecule	solid	0	experimental	unknown
DB03228	5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide	small molecule	solid	0	experimental	unknown
DB03229	2-Oxo-4-Methylpentanoic Acid	small molecule	solid	0	experimental	unknown
DB03230	Adenosine-5'-Propylphosphate	small molecule	solid	0	experimental	unknown
DB03231	3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide	small molecule	solid	0	experimental	unknown
DB03232	2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol	small molecule	solid	0	experimental	unknown
DB03233	3'-deoxy-3'-aminothymidine monophosphate	small molecule	solid	0	experimental	unknown
DB03234	(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone	small molecule	solid	0	experimental	unknown
DB03235	N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide	small molecule	solid	0	experimental	unknown
DB03236	(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid	small molecule	solid	0	experimental	unknown
DB03237	2,3-Dihydroxy-5-Oxo-Hexanedioate	small molecule	solid	0	experimental	unknown
DB03238	3,5-Difluoroaniline	small molecule	solid	0	experimental	unknown
DB03239	3',5'-Dinitro-N-Acetyl-L-Thyronine	small molecule	solid	0	experimental	unknown
DB03240	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid	small molecule	solid	0	experimental	unknown
DB03241	1-Amino-1-Carbonyl Pentane	small molecule	solid	0	experimental	unknown
DB03242	P-Aminophenyl-Alpha-D-Galactopyranoside	small molecule	solid	0	experimental	unknown
DB03243	4-Fluorobenzylamine	small molecule	solid	0	experimental	unknown
DB03244	(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid	small molecule	solid	0	experimental	unknown
DB03245	S-4-Nitrobutyryl-CoA	small molecule	solid	0	experimental	unknown
DB03246	Beta-L-Arabinose	small molecule	solid	0	experimental	unknown
DB03247	Flavin mononucleotide	small molecule	solid	0	approved	unknown
DB03248	2-(Phosphonooxy)Butanoic Acid	small molecule	solid	0	experimental	unknown
DB03249	2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate	small molecule	solid	0	experimental	unknown
DB03250	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	small molecule	solid	0	experimental	unknown
DB03251	RWJ-51084	small molecule	solid	0	experimental	unknown
DB03252	D-Lysine	small molecule	solid	0	experimental	unknown
DB03253	(2s)-Pyrrolidin-2-Ylmethylamine	small molecule	solid	0	experimental	unknown
DB03254	4-Phenyl-1h-Imidazole	small molecule	solid	0	experimental	unknown
DB03255	Phenol	small molecule	solid	28	approved	Humans and other mammals
DB03256	(6R)-Folinic acid	small molecule	solid	33	experimental	unknown
DB03257	5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid	small molecule	solid	0	experimental	unknown
DB03258	2'-Deoxycytidine 5'-triphosphate	small molecule	solid	0	experimental	unknown
DB03259	2',6'-Dichloro-Biphenyl-2,6-Diol	small molecule	solid	0	experimental	unknown
DB03260	Hexamethylene diamine	small molecule	solid	0	experimental	unknown
DB03262	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	small molecule	solid	0	experimental	unknown
DB03263	Thiocellobiose	small molecule	solid	0	experimental	unknown
DB03264	Dodecyl-Coa	small molecule	solid	0	experimental	unknown
DB03266	Glutaral	small molecule	solid	2	experimental	unknown
DB03267	1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	small molecule	solid	0	experimental	unknown
DB03268	RU82197	small molecule	solid	0	experimental	unknown
DB03269	4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose	small molecule	solid	0	experimental	unknown
DB03270	2,6-Difluorobenzenesulfonamide	small molecule	solid	0	experimental	unknown
DB03272	4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol	small molecule	solid	0	experimental	unknown
DB03273	3'-Oxo-Adenosine	small molecule	solid	0	experimental	unknown
DB03274	2',5'-Dideoxyuridine	small molecule	solid	0	experimental	unknown
DB03275	Cysteinamide	small molecule	solid	0	experimental	unknown
DB03276	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	small molecule	solid	0	experimental	unknown
DB03277	alpha-maltotriose	small molecule	solid	0	experimental	unknown
DB03278	D-Treitol	small molecule	solid	0	experimental	unknown
DB03279	Dodecyl-Alpha-D-Maltoside	small molecule	solid	0	experimental	unknown
DB03280	p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate	small molecule	solid	0	experimental	unknown
DB03281	2'-Deoxymaltose	small molecule	solid	0	experimental	unknown
DB03283	beta-L-fucose	small molecule	solid	0	experimental	unknown
DB03284	2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid	small molecule	solid	0	experimental	unknown
DB03285	Isoliquiritigenin	small molecule	solid	0	experimental	unknown
DB03286	C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	small molecule	solid	0	experimental	unknown
DB03287	4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid	small molecule	solid	0	experimental	unknown
DB03288	5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	small molecule	solid	0	experimental	unknown
DB03289	Thiarsa Dihydroxy Cysteine	small molecule	solid	0	experimental	unknown
DB03290	L-naphthyl-1-acetamido boronic acid alanine	small molecule	solid	0	experimental	unknown
DB03291	4-Deoxy-4-Amino-Beta-D-Glucose	small molecule	solid	0	experimental	unknown
DB03292	3-Phosphono-D-alanine	small molecule	solid	0	experimental	unknown
DB03293	9-Methyl Uric Acid	small molecule	solid	0	experimental	unknown
DB03294	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	small molecule	solid	0	experimental	unknown
DB03295	Glutathionylspermidine	small molecule	solid	0	experimental	unknown
DB03296	3'-beta-Sialyl-beta-lactose	small molecule	solid	0	experimental	unknown
DB03297	Benzylsulfonic acid	small molecule	solid	0	experimental	unknown
DB03298	Phenylphosphate	small molecule	solid	0	experimental	unknown
DB03299	N-Succinyl Phenylglycine	small molecule	solid	0	experimental	unknown
DB03300	Pterin Cytosine Dinucleotide	small molecule	solid	0	experimental	unknown
DB03301	2-Allyl-6-Methyl-Phenol	small molecule	solid	0	experimental	unknown
DB03302	4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One	small molecule	solid	0	experimental	unknown
DB03303	3-deoxy-D-arabino-hexonic acid	small molecule	solid	0	experimental	unknown
DB03304	7-Deaza-7-Aminomethyl-Guanine	small molecule	solid	0	experimental	unknown
DB03305	N(G)-Iminoethylornithine	small molecule	solid	0	experimental	unknown
DB03306	RU78300	small molecule	solid	0	experimental	unknown
DB03307	4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	small molecule	solid	0	experimental	unknown
DB03308	L-Leucyl-Hydroxylamine	small molecule	solid	0	experimental	unknown
DB03309	N-cyclohexyltaurine	small molecule	solid	0	experimental	unknown
DB03310	Glutathione disulfide	small molecule	solid	0	approved	unknown
DB03311	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	small molecule	solid	0	experimental	unknown
DB03312	Brivudine	small molecule	solid	13	approved	unknown
DB03313	Cephalosporin C	small molecule	solid	88	experimental	unknown
DB03314	5-fluorotryptophan	small molecule	solid	0	experimental	unknown
DB03315	Guanosine 3'-monophosphate	small molecule	solid	0	experimental	unknown
DB03316	1,4-Dioxane	small molecule	solid	0	experimental	unknown
DB03317	Ferroheme C	small molecule	solid	0	experimental	unknown
DB03318	6-Hydro-1-Methyladenosine-5'-Monophosphate	small molecule	solid	0	experimental	unknown
DB03319	(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate	small molecule	solid	0	experimental	unknown
DB03320	3-Amino-Alanine	small molecule	solid	0	experimental	unknown
DB03321	Des(carbamimidoyl) zanamivir	small molecule	solid	0	experimental	unknown
DB03322	Dexpropranolol	small molecule	solid	1031	experimental	unknown
DB03323	Maltose	small molecule	solid	0	experimental	unknown
DB03325	Tyrosyladenylate	small molecule	solid	0	experimental	unknown
DB03326	Deoxycytidylyl-3',5'-guanosine	small molecule	solid	0	experimental	Humans and other mammals
DB03327	{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid	small molecule	solid	0	experimental	unknown
DB03328	Dioxo(sulfanyl)molybdenum	small molecule	solid	0	experimental	unknown
DB03329	2-Pyridinethiol	small molecule	solid	0	experimental	unknown
DB03330	S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione	small molecule	solid	0	experimental	unknown
DB03331	N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine	small molecule	solid	0	experimental	unknown
DB03332	5,6-Cyclic-Tetrahydropteridine	small molecule	solid	0	experimental	unknown
DB03333	(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester	small molecule	solid	0	experimental	unknown
DB03335	(+)-1-bromo-2-propanol	small molecule	solid	0	experimental	unknown
DB03336	BIA	small molecule	solid	0	experimental	unknown
DB03337	1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea	small molecule	solid	0	experimental	unknown
DB03338	Heptyl glucoside	small molecule	solid	0	experimental	unknown
DB03339	3-Iodo-Benzyl Alcohol	small molecule	solid	0	experimental	unknown
DB03340	3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid	small molecule	solid	0	experimental	unknown
DB03341	CoA-S-acetyl 5-bromotryptamine	small molecule	solid	0	experimental	unknown
DB03342	4-(Acetylamino)-3-Guanidinobenzoic Acid	small molecule	solid	0	experimental	unknown
DB03343	Malate Like Intermediate	small molecule	solid	0	experimental	unknown
DB03344	Inositol-(1,3,4,5,6)-Pentakisphosphate	small molecule	solid	0	experimental	unknown
DB03345	Mercaptoethanol	small molecule	solid	0	experimental	unknown
DB03346	3,3',5,5'-tetrachlorobiphenyl-4,4'-diol	small molecule	solid	0	experimental	unknown
DB03347	Triethyl phosphate	small molecule	solid	0	experimental	unknown
DB03348	Huperzine B	small molecule	solid	0	investigational	Humans and other mammals
DB03349	8-Bromo-Adenosine-5'-Monophosphate	small molecule	solid	0	experimental	unknown
DB03350	Cobalt hexammine ion	small molecule	solid	0	experimental	unknown
DB03351	Sri-9439	small molecule	solid	0	experimental	unknown
DB03352	S-Arsonocysteine	small molecule	solid	0	experimental	unknown
DB03353	2-Iminobiotin	small molecule	solid	0	experimental	unknown
DB03354	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole	small molecule	solid	0	experimental	unknown
DB03355	5'-O-(L-Threonylsulfamoyl)adenosine	small molecule	solid	0	experimental	unknown
DB03357	(S)-Mandelic acid	small molecule	solid	0	experimental	unknown
DB03358	7-Methyl-7,8-dihydroguanosine 5'-(tetrahydrogen triphosphate)	small molecule	solid	0	experimental	unknown
DB03359	M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene	small molecule	solid	0	experimental	unknown
DB03360	N-Acetylproline	small molecule	solid	0	experimental	unknown
DB03361	2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate	small molecule	solid	0	experimental	unknown
DB03362	N-Dimethyl-Lysine	small molecule	solid	0	experimental	unknown
DB03363	3-Acetylpyridine Adenine Dinucleotide	small molecule	solid	0	experimental	unknown
DB03364	N-Carbamyl-D-Methionine	small molecule	solid	0	experimental	unknown
DB03365	4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline	small molecule	solid	0	experimental	unknown
DB03366	Imidazole	small molecule	solid	0	experimental	unknown
DB03367	PF-00356231	small molecule	solid	0	experimental	unknown
DB03368	5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione	small molecule	solid	0	experimental	unknown
DB03369	9-Aminophenanthrene	small molecule	solid	0	experimental	unknown
DB03370	FR239087	small molecule	solid	0	experimental	unknown
DB03371	Modified Ribosylated Glutamyl Ester	small molecule	solid	0	experimental	unknown
DB03372	3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One	small molecule	solid	0	experimental	unknown
DB03373	ZK-806711	small molecule	solid	0	experimental	unknown
DB03374	3,5-Diiodotyrosine	small molecule	solid	324	experimental	unknown
DB03376	5'-O-(N-(Alanyl)sulfamoyl)adenosine	small molecule	solid	0	experimental	unknown
DB03378	4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One	small molecule	solid	0	experimental	unknown
DB03379	2-Carboxyethylphosphonic Acid	small molecule	solid	0	experimental	unknown
DB03380	L-tyrosinamide	small molecule	solid	0	experimental	unknown
DB03381	Hexadecanal	small molecule	solid	0	experimental	unknown
DB03382	S-oxy-L-cysteine	small molecule	solid	0	experimental	unknown
DB03383	CP-320626	small molecule	solid	0	experimental	unknown
DB03384	Fica	small molecule	solid	0	experimental	unknown
DB03385	4-Methylimidazole	small molecule	solid	0	experimental	unknown
DB03386	4-Fluorotryptophane	small molecule	solid	0	experimental	unknown
